graph_type,n_nodes,n_sources,n_edges,run_id,algorithm,runtime,memory_peak,seed,extra_params
grid_2d,10000,1,19800,5,Dijkstra,0.043648207967635244,841.7734375,5,"rows=100,cols=100"
grid_2d,10000,1,19800,5,BMSSP,0.6902923749876209,5257.173828125,5,"rows=100,cols=100"
tree,1000,1,999,6,Dijkstra,0.0024987500510178506,96.2265625,6,
tree,1000,1,999,6,BMSSP,0.06553845905000344,673.408203125,6,
ER,500,1,12386,6,Dijkstra,0.0030073749949224293,85.51953125,6,p=0.1
ER,500,1,12386,6,BMSSP,0.9236871670000255,5919.099609375,6,p=0.1
BA,500,1,996,6,Dijkstra,0.0011178329586982727,52.90625,6,m=2
BA,500,1,996,6,BMSSP,0.07472004200099036,767.748046875,6,m=2
WS,500,1,1000,6,Dijkstra,0.0009776660008355975,47.15234375,6,"k=4,p=0.2"
WS,500,1,1000,6,BMSSP,0.041232499992474914,363.638671875,6,"k=4,p=0.2"
grid_2d,100,1,180,6,Dijkstra,0.00017395801842212677,12.375,6,"rows=10,cols=10"
grid_2d,100,1,180,6,BMSSP,0.009627624996937811,131.98828125,6,"rows=10,cols=10"
grid_2d,400,1,760,6,Dijkstra,0.0008397090132348239,47.34375,6,"rows=20,cols=20"
grid_2d,400,1,760,6,BMSSP,0.03034729097271338,269.375,6,"rows=20,cols=20"
grid_2d,2500,1,4900,6,Dijkstra,0.0069840410142205656,190.328125,6,"rows=50,cols=50"
grid_2d,2500,1,4900,6,BMSSP,0.15977704100077972,1377.220703125,6,"rows=50,cols=50"
grid_2d,10000,1,19800,6,Dijkstra,0.03441708302125335,824.42578125,6,"rows=100,cols=100"
grid_2d,10000,1,19800,6,BMSSP,0.5318226660019718,5360.892578125,6,"rows=100,cols=100"
tree,1000,1,999,7,Dijkstra,0.002615624980535358,98.2578125,7,
tree,1000,1,999,7,BMSSP,0.06860729202162474,733.291015625,7,
ER,500,1,12383,7,Dijkstra,0.0031815830152481794,94.609375,7,p=0.1
ER,500,1,12383,7,BMSSP,0.9269817089661956,6029.412109375,7,p=0.1
BA,500,1,996,7,Dijkstra,0.0014207090134732425,69.71484375,7,m=2
BA,500,1,996,7,BMSSP,0.07773620798252523,715.599609375,7,m=2
WS,500,1,1000,7,Dijkstra,0.0010249160113744438,47.3984375,7,"k=4,p=0.2"
WS,500,1,1000,7,BMSSP,0.040965916006825864,371.671875,7,"k=4,p=0.2"
grid_2d,100,1,180,7,Dijkstra,0.00017945899162441492,12.375,7,"rows=10,cols=10"
grid_2d,100,1,180,7,BMSSP,0.009881041012704372,131.97265625,7,"rows=10,cols=10"
grid_2d,400,1,760,7,Dijkstra,0.0008092499920167029,47.20703125,7,"rows=20,cols=20"
grid_2d,400,1,760,7,BMSSP,0.028195332968607545,281.046875,7,"rows=20,cols=20"
grid_2d,2500,1,4900,7,Dijkstra,0.006144000042695552,184.3203125,7,"rows=50,cols=50"
grid_2d,2500,1,4900,7,BMSSP,0.15973770804703236,1340.251953125,7,"rows=50,cols=50"
grid_2d,10000,1,19800,7,Dijkstra,0.03729487501550466,823.91796875,7,"rows=100,cols=100"
grid_2d,10000,1,19800,7,BMSSP,0.5279361249995418,5345.298828125,7,"rows=100,cols=100"
tree,1000,1,999,8,Dijkstra,0.0021377920056693256,92.109375,8,
tree,1000,1,999,8,BMSSP,0.06856245902599767,739.205078125,8,
ER,500,1,12605,8,Dijkstra,0.0030235829763114452,76.87109375,8,p=0.1
ER,500,1,12605,8,BMSSP,0.795692375046201,5735.1796875,8,p=0.1
BA,500,1,996,8,Dijkstra,0.0014312920393422246,68.921875,8,m=2
BA,500,1,996,8,BMSSP,0.07609762501670048,726.9140625,8,m=2
WS,500,1,1000,8,Dijkstra,0.0008916250080801547,46.4375,8,"k=4,p=0.2"
WS,500,1,1000,8,BMSSP,0.03811062499880791,357.912109375,8,"k=4,p=0.2"
grid_2d,100,1,180,8,Dijkstra,0.00017787498654797673,12.40625,8,"rows=10,cols=10"
grid_2d,100,1,180,8,BMSSP,0.010043999995104969,134.51953125,8,"rows=10,cols=10"
grid_2d,400,1,760,8,Dijkstra,0.000812165962997824,47.0390625,8,"rows=20,cols=20"
grid_2d,400,1,760,8,BMSSP,0.02856095804600045,270.982421875,8,"rows=20,cols=20"
grid_2d,2500,1,4900,8,Dijkstra,0.006207083002664149,184.59375,8,"rows=50,cols=50"
grid_2d,2500,1,4900,8,BMSSP,0.1621468749945052,1343.970703125,8,"rows=50,cols=50"
grid_2d,10000,1,19800,8,Dijkstra,0.03688599995803088,830.16796875,8,"rows=100,cols=100"
grid_2d,10000,1,19800,8,BMSSP,0.5267328749760054,5348.744140625,8,"rows=100,cols=100"
